6,114.36074290297093,119.32085658600454,,51,14,41,77,98,76
6,62.20062531759458,65.95992441787031,,5,53,40,47,85,95
5,0.2576491797643249,4.896233107909234,,19,39,42,35,54
5,144.1812766641901,149.0,,58,17,52,21,28
5,111.95285241908998,119.32085658600454,,51,14,41,77,98
5,60.304872980041374,65.95992441787031,,53,40,47,85,95
4,28.87528700616903,38.29385500961898,,43,83,85,95
4,56.23194001112668,67.97477805143954,,1,16,88,12
4,0.2576491797643249,10.22092709232152,,19,39,35,54
4,10.855238258063316,20.55702348843292,,53,40,75,84
4,128.3029041125707,135.1138731153779,,58,52,17,21
4,141.2975584830829,149.0,,58,17,52,21
4,62.15448863712181,66.77105760240771,,45,59,77,98
4,64.14978043011344,68.89796182113672,,89,59,77,98
4,114.36074290297093,125.36902475165853,,51,77,98,76
4,140.99118505148508,145.6474174798258,,57,8,60,55
4,65.44130189569145,70.08026948366748,,64,3,22,44
4,135.30348850599836,141.11213374110636,,97,62,7,70
4,60.304872980041374,75.24084761651392,,53,40,85,95
4,58.480446667688916,72.26081227357524,,4,36,37,46
4,82.60792594416893,98.22406413811089,,4,36,37,46
4,97.95298272748283,102.16826056804463,,4,36,37,81
3,0.0,16.22253773940018,,41,51,99
3,30.889694609274407,39.97218409913428,,80,51,99
3,44.124847915016005,53.42612655096081,,80,77,98
3,4.273106904847395,16.475462835929346,,62,16,88
3,21.308492020970668,121.36224430093705,,16,88,12
3,0.0,4.896233107909234,,19,39,42
3,0.2576491797643249,13.369335046767029,,19,35,54
3,36.184013923599515,43.11938135355347,,19,2,61
3,3.870080631419275,13.02084220101104,,38,53,40
3,10.855238258063316,34.42119993931655,,53,40,75
3,95.80367490730552,99.90513024291018,,28,74,29
3,5.5562384106749265,9.074193413943508,,23,47,93
3,58.5652095146674,72.4420319157234,,23,39,100
3,52.54581647327445,62.4113605836257,,65,50,69
3,63.87736116130956,77.54544805423471,,65,69,67
3,131.6790844550203,135.63403835520086,,25,28,65
3,117.73165190710566,135.1138731153779,,52,17,21
3,62.15448863712181,80.83187064647115,,59,77,98
3,102.4841232643752,106.71844254114338,,76,51,31
3,108.91705020664772,119.32085658600454,,51,14,41
3,111.95285241908998,131.87753205731437,,51,77,98
3,139.56704167449433,149.0,,51,77,98
3,61.74017137953887,71.93962236490866,,57,30,86
3,85.86151335156221,149.0,,57,8,60
3,77.61637345626481,87.92319600577385,,19,30,86
3,31.89064292827313,42.76340519572098,,33,49,81
3,76.90965493558583,90.83270882502053,,63,43,83
3,122.45694297995897,146.0068319790042,,43,83,63
3,16.55301813718881,70.08026948366748,,3,22,44
3,65.44130189569145,74.73619230663834,,64,3,22
3,88.00889016168476,92.43032722646474,,42,15,35
3,35.40177728828729,39.11405585442094,,7,53,40
3,103.87940446636645,115.22323800782748,,91,32,75
3,130.9269046254734,136.34161208318412,,1,97,62
3,135.30348850599836,143.04657951996342,,97,7,70
3,97.84388530462554,105.03353832273835,,73,3,22
3,57.10993016931502,65.95992441787031,,53,40,47
3,90.16435847517114,106.48470106472807,,85,95,48
3,84.9705075639367,101.43080332990483,,53,40,93
3,145.27899972349505,149.0,,53,40,44
3,104.77481851094655,119.40319133521155,,85,95,42
3,121.61618383367407,149.0,,5,85,95
3,43.653927811875256,72.26081227357524,,4,36,37
3,58.480446667688916,98.22406413811089,,36,37,46
3,82.60792594416893,120.76770089907633,,4,36,37
3,142.38702254775524,149.0,,36,37,19
